,index,Mentions,Bearish,Neutral,Bullish,Total/Compound
229,PENN,2,0.0,0.766,0.234,0.371
230,IBRX,2,0.246,0.668,0.085,-0.456
231,LAND,2,0.0,1.0,0.0,0.0
232,FATH,2,0.0,0.714,0.286,0.34
233,IBKR,2,0.0,1.0,0.0,0.0
234,FUBO,2,0.25,0.75,0.0,-0.229
235,RKLB,2,0.0,1.0,0.0,0.0
236,SDC,2,0.0,1.0,0.0,0.0
237,ASTS,2,0.0,0.704,0.296,0.35
238,IZEA,2,0.0,0.368,0.631,0.73
239,TEAM,2,0.198,0.802,0.0,-0.369
240,VS,2,0.0,0.534,0.466,0.762
241,VTNR,2,0.0,0.402,0.598,0.499
242,KOSS,2,0.0,0.963,0.037,0.181
243,SE,2,0.113,0.797,0.09,0.151
244,FRHC,2,0.183,0.466,0.352,0.527
245,EMAN,2,0.0,1.0,0.0,0.0
246,OM,2,0.0,1.0,0.0,0.0
247,BRTX,2,0.096,0.661,0.243,0.852
248,DS,2,0.131,0.625,0.244,0.108
249,UWMC,2,0.0,0.685,0.315,0.44
250,DPRO,2,0.0,0.853,0.147,0.616
251,COIN,2,0.106,0.894,0.0,-0.01
252,BBIG,2,0.08,0.849,0.071,0.013
253,XOM,2,0.0,0.735,0.265,0.623
254,BHP,2,0.0,0.772,0.228,0.181
255,CAC,2,0.186,0.651,0.163,-0.212
256,OPFI,2,0.0,0.812,0.188,0.296
257,SLDB,2,0.0,0.949,0.051,0.106
258,VORB,2,0.0,0.534,0.466,0.599
259,FSD,2,0.0,1.0,0.0,0.0
260,SO,2,0.0,0.56,0.44,0.742
261,TS,2,0.0,0.748,0.253,0.424
262,MRNA,2,0.455,0.545,0.0,-0.66
263,TCRR,2,0.0,0.892,0.108,0.148
264,CENT,2,0.0,0.892,0.108,0.43
265,TELL,2,0.553,0.199,0.248,-0.73
266,BMO,2,0.0,0.577,0.423,0.296
267,VALN,2,0.084,0.817,0.1,-0.046
268,HEXO,2,0.056,0.637,0.307,0.719
269,ZNOG,1,0.237,0.556,0.206,-0.213
270,DATS,1,0.0,0.667,0.333,0.718
271,PL,1,0.0,1.0,0.0,0.0
272,SNA,1,0.042,0.862,0.096,0.586
273,VLN,1,0.149,0.851,0.0,-0.273
274,KULR,1,0.0,1.0,0.0,0.0
275,DNB,1,0.569,0.431,0.0,-0.607
276,CYTR,1,0.0,0.857,0.143,0.25
277,CREG,1,0.0,0.857,0.143,0.25
278,SPCB,1,0.0,0.857,0.143,0.25
279,AEO,1,0.182,0.606,0.212,0.217
280,MAXD,1,0.0,0.28,0.72,0.827
281,LMT,1,0.483,0.517,0.0,-0.577
282,EMR,1,0.0,1.0,0.0,0.0
283,JPM,1,0.0,1.0,0.0,0.0
284,EURN,1,0.0,0.619,0.381,0.353
285,IINN,1,0.0,1.0,0.0,0.0
286,STX,1,0.248,0.752,0.0,-0.509
287,NUZE,1,0.0,0.889,0.111,0.433
288,REE,1,0.0,0.694,0.306,0.607
289,BNTX,1,0.0,1.0,0.0,0.0
290,TVOG,1,0.0,1.0,0.0,0.0
291,EDIT,1,0.0,1.0,0.0,0.0
292,MAN,1,0.189,0.811,0.0,-0.724
293,STRN,1,0.327,0.431,0.242,-0.248
294,AB,1,0.0,1.0,0.0,0.0
295,VECO,1,0.0,1.0,0.0,0.0
296,GRN,1,0.0,0.896,0.104,0.481
297,LDI,1,0.0,1.0,0.0,0.0
298,GRAY,1,0.0,0.6,0.4,0.25
299,CFLT,1,0.0,0.682,0.318,0.421
300,FLEX,1,0.0,1.0,0.0,0.0
301,UCL,1,0.038,0.8,0.162,0.825
302,EMHTF,1,0.0,0.493,0.507,0.474
303,PFE,1,0.0,0.443,0.557,0.942
304,APLE,1,0.0,0.286,0.714,0.718
305,VLNS,1,0.0,0.625,0.375,0.202
306,SYTA,1,0.0,0.408,0.592,0.44
307,BP,1,0.0,1.0,0.0,0.0
308,MSGS,1,0.0,0.556,0.444,0.612
309,LINK,1,0.0,0.758,0.242,0.545
310,UXIN,1,0.0,1.0,0.0,0.0
311,TH,1,0.0,0.937,0.063,0.425
312,MARK,1,0.0,0.937,0.063,0.425
313,CTS,1,0.169,0.692,0.138,-0.136
314,ATVI,1,0.11,0.89,0.0,-0.557
315,ZIP,1,0.0,1.0,0.0,0.0
316,DNUT,1,0.0,1.0,0.0,0.0
317,ICPT,1,0.0,1.0,0.0,0.0
318,ASTR,1,0.375,0.625,0.0,-0.459
319,CEMI,1,0.0,1.0,0.0,0.0
320,ASX,1,0.091,0.728,0.181,0.649
321,CEI,1,0.0,1.0,0.0,0.0
322,CUBE,1,0.0,0.911,0.089,0.238
323,SOI,1,0.0,0.522,0.478,0.965
324,GRIL,1,0.0,0.737,0.263,0.359
325,AITX,1,0.0,1.0,0.0,0.0
326,JUPW,1,0.0,1.0,0.0,0.0
327,DASH,1,0.536,0.464,0.0,-0.878
328,CAR,1,0.15,0.85,0.0,-0.457
329,LH,1,0.0,1.0,0.0,0.0
330,ZM,1,0.0,1.0,0.0,0.0
331,IMO,1,0.27,0.58,0.15,-0.916
332,PLBY,1,0.219,0.579,0.202,-0.233
333,UMC,1,0.219,0.579,0.202,-0.233
334,SUNL,1,0.0,1.0,0.0,0.0
335,UEC,1,0.0,1.0,0.0,0.0
336,FAMI,1,0.0,0.643,0.357,0.727
337,SNAP,1,0.0,0.556,0.444,0.494
338,DOUG,1,0.0,1.0,0.0,0.0
339,LAC,1,0.0,1.0,0.0,0.0
340,VXRT,1,0.0,0.508,0.492,0.44
341,GOOD,1,0.0,0.508,0.492,0.44
342,JOB,1,0.0,1.0,0.0,0.0
343,WOLF,1,0.0,0.776,0.224,0.856
344,QCOM,1,0.0,0.776,0.224,0.856
345,ONCT,1,0.0,0.581,0.419,0.557
346,BRN,1,0.0,0.612,0.388,0.226
347,HITI,1,0.0,1.0,0.0,0.0
348,BYSI,1,0.0,0.724,0.276,0.637
349,BORNY,1,0.0,0.861,0.139,0.272
350,AERC,1,0.0,1.0,0.0,0.0
351,VAL,1,0.0,0.537,0.463,0.83
352,CTHR,1,0.0,0.263,0.737,0.681
353,ALNA,1,0.0,1.0,0.0,0.0
354,DM,1,0.0,0.732,0.268,0.617
355,VUZI,1,0.622,0.378,0.0,-0.509
356,DMA,1,0.068,0.744,0.187,0.865
357,FCF,1,0.068,0.744,0.187,0.865
358,GRTS,1,0.0,1.0,0.0,0.0
359,AMP,1,0.0,1.0,0.0,0.0
360,ETON,1,0.0,0.773,0.227,0.499
361,VIEW,1,0.55,0.45,0.0,-0.727
362,JVA,1,0.204,0.796,0.0,-0.318
363,IBA,1,0.0,1.0,0.0,0.0
364,RICH,1,0.0,0.66,0.34,0.557
365,RTX,1,0.0,1.0,0.0,0.0
366,RLFTF,1,0.059,0.89,0.052,-0.077
367,LIXT,1,0.118,0.699,0.183,0.296
368,CWBHF,1,0.0,0.645,0.355,0.296
369,LQDA,1,0.0,0.375,0.625,0.718
370,EWTX,1,0.0,1.0,0.0,0.0
371,STLA,1,0.113,0.798,0.088,-0.153
372,PRTY,1,0.0,1.0,0.0,0.0
373,CLF,1,0.0,1.0,0.0,0.0
374,EVTL,1,0.0,1.0,0.0,0.0
375,MNMD,1,0.0,0.729,0.271,0.772
376,WD,1,0.357,0.643,0.0,-0.718
377,MU,1,0.0,1.0,0.0,0.0
378,EEIQ,1,0.0,1.0,0.0,0.0
379,AIAD,1,0.0,1.0,0.0,0.0
380,ADM,1,0.0,1.0,0.0,0.0
381,ADMQ,1,0.0,1.0,0.0,0.0
382,OR,1,0.0,0.543,0.457,0.95
383,CARS,1,0.0,1.0,0.0,0.0
384,OCGN,1,0.0,1.0,0.0,0.0
385,PHIL,1,0.0,0.732,0.268,0.92
386,SIGN,1,0.0,0.751,0.249,0.742
387,SFT,1,0.0,1.0,0.0,0.0
388,RM,1,0.0,0.648,0.352,0.586
389,SMLR,1,0.375,0.625,0.0,-0.459
390,SLAB,1,0.479,0.521,0.0,-0.753
391,ATAI,1,0.0,0.737,0.263,0.718
392,JP,1,0.15,0.85,0.0,-0.318
393,INSG,1,0.0,1.0,0.0,0.0
394,VLDR,1,0.0,1.0,0.0,0.0
395,ET,1,0.0,0.488,0.512,0.949
396,NGL,1,0.0,0.698,0.302,0.844
397,GPN,1,0.106,0.785,0.109,0.02
398,MMS,1,0.073,0.767,0.16,0.572
399,ALGN,1,0.0,1.0,0.0,0.0
400,ADP,1,0.0,0.822,0.178,0.382
401,MTLS,1,0.0,0.323,0.677,0.888
402,IPW,1,0.213,0.426,0.362,0.273
403,DKS,1,0.0,0.571,0.429,0.459
404,MELI,1,0.0,0.58,0.42,0.44
405,CALT,1,0.0,1.0,0.0,0.0
406,WBEV,1,0.0,0.737,0.263,0.718
407,LIVE,1,0.0,0.728,0.272,0.89
408,VCRA,1,0.0,0.803,0.197,0.599
409,CRXT,1,0.0,1.0,0.0,0.0
410,DOW,1,0.136,0.556,0.308,0.585
411,JD,1,0.0,0.809,0.191,0.637
412,ISIG,1,0.253,0.57,0.177,-0.294
413,TRUE,1,0.253,0.57,0.177,-0.294
414,FNMA,1,0.0,0.775,0.225,0.44
415,FMCC,1,0.0,0.775,0.225,0.44
416,OPEN,1,0.0,0.828,0.172,0.402
417,CL,1,0.0,1.0,0.0,0.0
418,UNH,1,0.0,1.0,0.0,0.0
419,SELF,1,0.0,1.0,0.0,0.0
420,DTST,1,0.0,1.0,0.0,0.0
421,EOD,1,0.0,1.0,0.0,0.0
422,WEN,1,0.0,1.0,0.0,0.0
423,PII,1,0.0,1.0,0.0,0.0
424,EOS,1,0.0,1.0,0.0,0.0
425,OGI,1,0.0,0.517,0.483,0.421
426,ARDX,1,0.0,1.0,0.0,0.0
427,HT,1,0.0,0.829,0.171,0.572
428,PM,1,0.0,1.0,0.0,0.0
429,WOOF,1,0.135,0.493,0.372,0.649
430,JOBY,1,0.0,1.0,0.0,0.0
431,BLE,1,0.0,1.0,0.0,0.0
432,BBY,1,0.0,0.511,0.489,0.774
433,GREE,1,0.514,0.486,0.0,-0.742
434,BRG,1,0.475,0.37,0.154,-0.735
435,MVST,1,0.0,1.0,0.0,0.0
436,BA,1,0.489,0.511,0.0,-0.774
437,INT,1,0.0,0.857,0.143,0.394
438,NL,1,0.0,0.857,0.143,0.394
439,BC,1,0.0,0.857,0.143,0.394
440,AXXA,1,0.0,0.732,0.268,0.659
441,OSUR,1,0.0,1.0,0.0,0.0
442,MOD,1,0.0,1.0,0.0,0.0
443,GER,1,0.0,0.435,0.565,0.382
444,ZEV,1,0.0,1.0,0.0,0.0
445,FCEL,1,0.0,0.583,0.417,0.718
446,DOYU,1,0.2,0.6,0.2,0.0
447,HUYA,1,0.2,0.6,0.2,0.0
448,TSP,1,0.0,1.0,0.0,0.0
449,VMHG,1,0.0,1.0,0.0,0.0
450,ROKU,1,0.0,1.0,0.0,0.0
451,ASAN,1,0.0,1.0,0.0,0.0
452,UPS,1,0.0,1.0,0.0,0.0
453,SPG,1,0.0,1.0,0.0,0.0
454,INN,1,0.0,1.0,0.0,0.0
455,RMED,1,0.0,1.0,0.0,0.0
456,SBUX,1,0.5,0.5,0.0,-0.459
457,GOOG,1,0.0,1.0,0.0,0.0
458,VXX,1,0.428,0.392,0.179,-0.664
459,BIOC,1,0.0,1.0,0.0,0.0
460,ENB,1,0.0,0.764,0.236,0.527
461,XELA,1,0.0,0.69,0.31,0.202
462,EXC,1,0.0,0.562,0.438,0.599
463,DOCU,1,0.0,0.444,0.556,0.612
464,DAVE,1,0.0,1.0,0.0,0.0
465,NVFY,1,0.299,0.556,0.146,-0.296
466,POST,1,0.0,1.0,0.0,0.0
467,GLAD,1,0.0,0.495,0.505,0.848
468,SHIP,1,0.0,0.763,0.237,0.902
469,CTRM,1,0.0,0.763,0.237,0.902
470,ABT,1,0.0,1.0,0.0,0.0
471,EARN,1,0.0,1.0,0.0,0.0
472,MTN,1,0.714,0.286,0.0,-0.718
473,ROOT,1,0.216,0.784,0.0,-0.784
474,DLY,1,0.216,0.784,0.0,-0.784
475,IFRX,1,0.0,1.0,0.0,0.0
476,AXSM,1,0.0,1.0,0.0,0.0
477,AVXL,1,0.0,1.0,0.0,0.0
478,NTRB,1,0.149,0.759,0.092,-0.661
479,APP,1,0.0,1.0,0.0,0.0
480,PYPL,1,0.0,1.0,0.0,0.0
481,NR,1,0.0,1.0,0.0,0.0
482,NRXP,1,0.0,1.0,0.0,0.0
483,IRS,1,0.557,0.443,0.0,-0.869
484,WEBR,1,0.0,1.0,0.0,0.0
485,MMAT,1,0.0,1.0,0.0,0.0
486,ZG,1,0.0,0.707,0.293,0.44
487,ATI,1,0.0,0.784,0.216,0.86
488,RAND,1,0.045,0.728,0.226,0.913
489,MIC,1,0.045,0.728,0.226,0.913
490,HI,1,0.045,0.728,0.226,0.913
491,CS,1,0.0,0.52,0.48,0.807
492,TR,1,0.0,1.0,0.0,0.0
493,ROK,1,0.0,1.0,0.0,0.0
494,GIF,1,0.224,0.663,0.112,-0.296
495,BBD,1,0.0,1.0,0.0,0.0
496,NGS,1,0.0,1.0,0.0,0.0
497,OZ,1,0.0,1.0,0.0,0.0
498,TTOO,1,0.0,1.0,0.0,0.0
499,PTPI,1,0.0,1.0,0.0,0.0
500,CMC,1,0.153,0.847,0.0,-0.557
501,PD,1,0.0,1.0,0.0,0.0
502,PDS,1,0.0,1.0,0.0,0.0
503,PLCE,1,0.0,1.0,0.0,0.0
504,AMG,1,0.0,1.0,0.0,0.0
505,LEV,1,0.137,0.69,0.173,0.141
506,CLNE,1,0.0,1.0,0.0,0.0
507,WFC,1,0.0,0.773,0.227,0.718
508,VALE,1,0.304,0.38,0.316,0.026
509,CYAP,1,0.0,1.0,0.0,0.0
510,RRR,1,0.0,0.656,0.344,0.636
511,PLUG,1,0.0,1.0,0.0,0.0
