,index,Mentions,Bearish,Neutral,Bullish,Total/Compound
165,WTER,2,0.084,0.916,0.0,-0.148
166,TELL,2,0.0,0.877,0.123,0.409
167,AGEN,2,0.0,0.202,0.798,0.836
168,LGHL,1,0.0,1.0,0.0,0.0
169,FOMC,1,0.0,1.0,0.0,0.0
170,IRS,1,0.0,0.274,0.726,0.742
171,KKR,1,0.0,1.0,0.0,0.0
172,BIGC,1,0.385,0.256,0.359,-0.052
173,CHPT,1,0.0,1.0,0.0,0.0
174,EVGO,1,0.0,1.0,0.0,0.0
175,EFOI,1,0.0,1.0,0.0,0.0
176,III,1,0.0,1.0,0.0,0.0
177,NKE,1,0.0,0.455,0.545,0.34
178,GAU,1,0.51,0.49,0.0,-0.633
179,CITY,1,0.714,0.286,0.0,-0.718
180,GRAB,1,0.0,1.0,0.0,0.0
181,UAN,1,0.0,1.0,0.0,0.0
182,VSTA,1,0.0,0.484,0.516,0.494
183,NYC,1,0.0,0.762,0.238,0.361
184,THRM,1,0.0,1.0,0.0,0.0
185,MVST,1,0.0,1.0,0.0,0.0
186,GTE,1,0.163,0.558,0.279,0.361
187,QDEL,1,0.0,1.0,0.0,0.0
188,ACT,1,0.0,0.482,0.518,0.649
189,BC,1,0.0,1.0,0.0,0.0
190,BBY,1,0.0,1.0,0.0,0.0
191,ENJY,1,0.0,0.652,0.348,0.494
192,ELF,1,0.0,1.0,0.0,0.0
193,CNNA,1,0.0,1.0,0.0,0.0
194,DAO,1,0.2,0.519,0.281,0.273
195,BOOM,1,0.0,1.0,0.0,0.0
196,MOST,1,0.0,0.793,0.207,0.714
197,BDSI,1,0.0,1.0,0.0,0.0
198,OKE,1,0.0,1.0,0.0,0.0
199,RUN,1,0.269,0.613,0.118,-0.495
200,AMEH,1,0.0,0.826,0.174,0.226
201,BROS,1,0.0,1.0,0.0,0.0
202,BBAR,1,0.0,1.0,0.0,0.0
203,AMRS,1,0.139,0.726,0.136,-0.016
204,VLDR,1,0.0,1.0,0.0,0.0
205,CENN,1,0.0,0.715,0.285,0.886
206,BUD,1,0.0,0.602,0.398,0.742
207,PI,1,0.0,0.557,0.443,0.914
208,AMCX,1,0.0,0.375,0.625,0.718
209,XOS,1,0.0,0.583,0.417,0.718
210,ROIVW,1,0.165,0.835,0.0,-0.727
211,ROIV,1,0.165,0.835,0.0,-0.727
212,PTN,1,0.0,1.0,0.0,0.0
213,GAINZ,1,0.0,0.621,0.379,0.727
214,FIVE,1,0.0,0.621,0.379,0.727
215,CABA,1,0.0,1.0,0.0,0.0
216,PPSI,1,0.0,0.901,0.099,0.318
217,ADXS,1,0.6,0.4,0.0,-0.459
218,VRTX,1,0.0,1.0,0.0,0.0
219,ONS,1,0.0,0.646,0.354,0.59
220,MNMD,1,0.0,0.595,0.405,0.818
221,TECH,1,0.0,0.846,0.154,0.59
222,BIO,1,0.0,0.846,0.154,0.59
223,LEVI,1,0.0,0.719,0.281,0.511
224,ONON,1,0.0,0.719,0.281,0.511
225,HUGE,1,0.242,0.427,0.331,0.475
226,IDEX,1,0.0,1.0,0.0,0.0
227,DARE,1,0.0,0.621,0.379,0.625
228,BRDG,1,0.16,0.515,0.325,0.726
229,ERIC,1,0.0,0.429,0.571,0.84
230,AKA,1,0.0,1.0,0.0,0.0
231,BLPH,1,0.0,1.0,0.0,0.0
232,TAST,1,0.0,1.0,0.0,0.0
233,SELF,1,0.0,0.803,0.197,0.402
234,LI,1,0.0,0.803,0.197,0.402
235,SLCR,1,0.021,0.774,0.206,0.896
236,CMRX,1,0.0,1.0,0.0,0.0
237,EA,1,0.0,1.0,0.0,0.0
238,AEHR,1,0.0,1.0,0.0,0.0
239,VNET,1,0.0,1.0,0.0,0.0
240,BA,1,0.0,1.0,0.0,0.0
241,RAM,1,0.0,0.68,0.32,0.511
242,SPIR,1,0.0,0.376,0.624,0.852
243,BYD,1,0.0,0.845,0.155,0.296
244,VRM,1,0.2,0.8,0.0,-0.25
245,CP,1,0.0,0.226,0.774,0.532
246,BEST,1,0.0,1.0,0.0,0.0
247,ALLY,1,0.394,0.354,0.252,-0.681
248,ASA,1,0.0,0.811,0.189,0.273
249,CMP,1,0.0,1.0,0.0,0.0
250,USA,1,0.122,0.773,0.105,-0.077
251,IMO,1,0.0,0.537,0.463,0.784
252,CODX,1,0.0,0.5,0.5,0.612
253,LITT,1,0.0,1.0,0.0,0.0
254,SNOW,1,0.0,0.618,0.382,0.778
255,MYOV,1,0.0,1.0,0.0,0.0
256,SEAC,1,0.0,1.0,0.0,0.0
257,SQ,1,0.0,1.0,0.0,0.0
258,EXPR,1,0.0,1.0,0.0,0.0
259,RSI,1,0.051,0.777,0.172,0.557
260,HYLN,1,0.0,1.0,0.0,0.0
261,CLNE,1,0.0,0.532,0.468,0.832
262,LEV,1,0.0,1.0,0.0,0.0
263,CHGG,1,0.0,1.0,0.0,0.0
264,RS,1,0.0,0.732,0.268,0.447
265,TBLT,1,0.0,1.0,0.0,0.0
266,GOCO,1,0.0,1.0,0.0,0.0
267,SY,1,0.0,1.0,0.0,0.0
268,MVIS,1,0.0,1.0,0.0,0.0
269,ENSC,1,0.065,0.599,0.336,0.789
270,HIMX,1,0.0,1.0,0.0,0.0
271,FSR,1,0.0,1.0,0.0,0.0
272,PHAR,1,0.0,0.553,0.447,0.872
273,LIVE,1,0.0,1.0,0.0,0.0
274,WMT,1,0.0,0.656,0.344,0.637
275,ARQQ,1,0.157,0.843,0.0,-0.077
276,RKLY,1,0.0,0.488,0.512,0.273
277,BBIG,1,0.0,0.788,0.212,0.894
278,HUBS,1,0.0,1.0,0.0,0.0
279,STGW,1,0.0,1.0,0.0,0.0
280,DNUT,1,0.0,1.0,0.0,0.0
281,BLDP,1,0.0,1.0,0.0,0.0
282,PDT,1,0.0,1.0,0.0,0.0
283,MO,1,0.0,1.0,0.0,0.0
284,PLNT,1,0.0,0.741,0.259,0.273
285,SG,1,0.363,0.637,0.0,-0.43
286,COOLW,1,0.0,0.444,0.556,0.718
287,TY,1,0.0,0.549,0.451,0.927
288,KPLT,1,0.135,0.652,0.213,0.542
289,RIII,1,0.0,1.0,0.0,0.0
290,CROX,1,0.0,1.0,0.0,0.0
291,JBLU,1,0.0,1.0,0.0,0.0
292,UAL,1,0.0,1.0,0.0,0.0
293,DAL,1,0.0,1.0,0.0,0.0
294,AMP,1,0.0,0.591,0.409,0.886
295,ESPR,1,0.0,0.323,0.677,0.273
296,LHDX,1,0.0,1.0,0.0,0.0
297,SLI,1,0.176,0.824,0.0,-0.459
298,ACHR,1,0.0,0.37,0.63,0.527
299,ARE,1,0.32,0.57,0.11,-0.863
300,MGM,1,0.0,0.903,0.097,0.457
301,NICE,1,0.313,0.589,0.098,-0.953
302,BLNK,1,0.0,0.667,0.333,0.361
303,LIFE,1,0.0,0.646,0.354,0.721
304,ELLO,1,0.0,1.0,0.0,0.0
305,ADP,1,0.0,1.0,0.0,0.0
306,TRU,1,0.0,1.0,0.0,0.0
307,INTC,1,0.0,1.0,0.0,0.0
308,CRNC,1,0.0,1.0,0.0,0.0
309,TGT,1,0.0,1.0,0.0,0.0
310,BBAI,1,0.0,0.602,0.398,0.649
311,BKKT,1,0.0,1.0,0.0,0.0
312,KGKG,1,0.0,1.0,0.0,0.0
313,SPRB,1,0.444,0.556,0.0,-0.34
314,IGC,1,0.0,1.0,0.0,0.0
315,JPM,1,0.31,0.69,0.0,-0.402
316,MF,1,0.0,0.441,0.559,0.586
317,HYMC,1,0.0,0.75,0.25,0.718
318,GF,1,0.0,0.722,0.278,0.718
319,PSA,1,0.305,0.695,0.0,-0.69
320,LL,1,0.204,0.359,0.437,0.599
321,CW,1,0.0,0.694,0.306,0.296
322,AHT,1,0.0,1.0,0.0,0.0
323,VMAR,1,0.0,0.667,0.333,0.25
324,TLSA,1,0.0,1.0,0.0,0.0
325,LYV,1,0.333,0.333,0.333,0.0
326,PTPI,1,0.0,0.77,0.23,0.724
327,COOK,1,0.0,1.0,0.0,0.0
328,ES,1,0.375,0.625,0.0,-0.34
329,LEAP,1,0.0,0.486,0.514,0.742
330,GSK,1,0.0,0.912,0.088,0.519
331,EVA,1,0.0,0.752,0.248,0.509
332,MA,1,0.0,1.0,0.0,0.0
333,MARA,1,0.0,1.0,0.0,0.0
334,BAC,1,0.0,0.748,0.252,0.774
335,SAL,1,0.0,0.748,0.252,0.774
336,COO,1,0.09,0.782,0.128,0.245
337,SAVE,1,0.0,0.321,0.679,0.64
338,SPCE,1,0.0,1.0,0.0,0.0
339,WEBB,1,0.0,0.706,0.294,0.361
340,LNG,1,0.0,0.754,0.246,0.818
341,LMAO,1,0.0,0.0,1.0,0.599
342,XM,1,0.268,0.732,0.0,-0.511
343,AR,1,0.0,0.633,0.367,0.44
344,BBRW,1,0.0,1.0,0.0,0.0
345,LMT,1,0.0,1.0,0.0,0.0
346,HEXO,1,0.0,1.0,0.0,0.0
347,VYNT,1,0.254,0.363,0.383,0.637
348,NE,1,0.0,0.682,0.318,0.681
349,BIDU,1,0.0,1.0,0.0,0.0
350,GOOGL,1,0.0,0.815,0.185,0.361
351,EPAY,1,0.0,1.0,0.0,0.0
352,SITM,1,0.0,1.0,0.0,0.0
353,ATA,1,0.0,1.0,0.0,0.0
354,POST,1,0.0,0.86,0.14,0.447
355,LINK,1,0.0,0.86,0.14,0.447
356,XSPA,1,0.0,1.0,0.0,0.0
